_id,Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
4528,20210214,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",16,"",0.0152757754842898,"",321,"",0.306470245653565,""
4529,20210214,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",29581,"",,z,1277331,"",,z
4530,20210214,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",259,"",,z,17268,"",,z
4531,20210214,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",617,"",0.0727412486501016,"",61828,"",7.28921543199106,""
4532,20210214,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",16,"",0.00188632087261204,"",1793,"",0.211385832787086,""
4533,20210214,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",29567,"",0.666803784636383,"",1276480,"",28.787556905085,""
4534,20210214,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",258,"",0.00581849279386433,"",17250,"",0.389027134473487,""
4535,20210214,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",800,"",0.110805626155668,"",71621,"",9.92001218861888,""
4536,20210214,S92000003,Total,d,30 - 39,"",721985,"",Dose 2,"",35,"",0.00484774614431048,"",2782,"",0.385326564956336,""
4537,20210214,S92000003,Total,d,40 - 49,"",680890,"",Dose 1,"",1086,"",0.159497128757949,"",85595,"",12.5710467182658,""
4538,20210214,S92000003,Total,d,40 - 49,"",680890,"",Dose 2,"",35,"",0.0051403310373188,"",3780,"",0.555155752030431,""
4539,20210214,S92000003,Total,d,40 years and over,d,2863941,"",Dose 1,"",28150,"",0.982911309974612,"",1143031,"",39.9111224707492,""
4540,20210214,S92000003,Total,d,40 years and over,d,2863941,"",Dose 2,"",207,"",0.00722780252805487,"",12675,"",0.442571966391766,""
4541,20210214,S92000003,Total,d,50 - 54,"",401090,"",Dose 1,"",787,"",0.196215313271336,"",60916,"",15.1876137525244,""
4542,20210214,S92000003,Total,d,50 - 54,"",401090,"",Dose 2,"",39,"",0.00972350345309033,"",2575,"",0.642000548505323,""
4543,20210214,S92000003,Total,d,55 - 59,"",393123,"",Dose 1,"",944,"",0.240128407648497,"",66733,"",16.9750943089059,""
4544,20210214,S92000003,Total,d,55 - 59,"",393123,"",Dose 2,"",30,"",0.00763119939560901,"",2622,"",0.666966827176227,""
4545,20210214,S92000003,Total,d,60 - 64,"",344693,"",Dose 1,"",1083,"",0.314192629383248,"",56852,"",16.493517419849,""
4546,20210214,S92000003,Total,d,60 - 64,"",344693,"",Dose 2,"",26,"",0.00754294401104751,"",1653,"",0.479557171163905,""
4547,20210214,S92000003,Total,d,65 - 69,"",299444,"",Dose 1,"",16257,"",5.42906186131631,"",180574,"",60.3030950695289,""
4548,20210214,S92000003,Total,d,65 - 69,"",299444,"",Dose 2,"",9,"",0.00300557032366653,"",511,"",0.170649603932622,""
4549,20210214,S92000003,Total,d,70 - 74,"",278856,"",Dose 1,"",6758,"",2.42347304702068,"",250895,"",89.972960954758,""
4550,20210214,S92000003,Total,d,70 - 74,"",278856,"",Dose 2,"",9,"",0.0032274722437387,"",237,"",0.0849901024184525,""
4551,20210214,S92000003,Total,d,75 - 79,"",195951,"",Dose 1,"",1101,"",0.561875162668218,"",182201,"",92.9829396124541,""
4552,20210214,S92000003,Total,d,75 - 79,"",195951,"",Dose 2,"",9,"",0.00459298498093911,"",224,"",0.114314292858929,""
4553,20210214,S92000003,Total,d,80 years and over,d,269894,"",Dose 1,"",134,"",0.049649121506962,"",259265,"",96.0617872201679,""
4554,20210214,S92000003,Total,d,80 years and over,d,269894,"",Dose 2,"",50,"",0.0185257916070754,"",1073,"",0.397563487887837,""
4555,20210215,S92000003,Female,"",18 - 29,"",420588,"",Dose 1,"",338,"",0.0803636813223392,"",47378,"",11.2647056026325,""
4556,20210215,S92000003,Female,"",18 - 29,"",420588,"",Dose 2,"",237,"",0.0563496818739479,"",1637,"",0.38921700096056,""
4557,20210215,S92000003,Female,"",30 - 39,"",366726,"",Dose 1,"",381,"",0.103892279249358,"",54159,"",14.7682465928241,""
4558,20210215,S92000003,Female,"",30 - 39,"",366726,"",Dose 2,"",277,"",0.0755332318952024,"",2382,"",0.649531257669214,""
4559,20210215,S92000003,Female,"",40 - 49,"",349288,"",Dose 1,"",524,"",0.150019468175259,"",65287,"",18.6914523258744,""
4560,20210215,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",359,"",0.102780513501752,"",3306,"",0.946496873640091,""
4561,20210215,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",430,"",0.20757904899831,"",46103,"",22.2558532464398,""
4562,20210215,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",231,"",0.11151339608979,"",2287,"",1.10403089548636,""
4563,20210215,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",593,"",0.293059481685018,"",49249,"",24.3387629232807,""
4564,20210215,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",209,"",0.103287405855259,"",2334,"",1.15345839840275,""
4565,20210215,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",1086,"",0.610657834807497,"",39269,"",22.0809599586147,""
4566,20210215,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",161,"",0.0905303051602274,"",1438,"",0.808587446089485,""
4567,20210215,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",7406,"",4.77855778661023,"",101208,"",65.3022247457802,""
4568,20210215,S92000003,Female,"",65 - 69,"",154984,"",Dose 2,"",53,"",0.0341970784080937,"",405,"",0.261317297269396,""
4569,20210215,S92000003,Female,"",70 - 74,"",146517,"",Dose 1,"",3395,"",2.31713726052267,"",133733,"",91.2747326248831,""
4570,20210215,S92000003,Female,"",70 - 74,"",146517,"",Dose 2,"",37,"",0.0252530423090836,"",170,"",0.116027491690384,""
4571,20210215,S92000003,Female,"",75 - 79,"",108065,"",Dose 1,"",1199,"",1.10951742007125,"",100050,"",92.5831675380558,""
4572,20210215,S92000003,Female,"",75 - 79,"",108065,"",Dose 2,"",84,"",0.0777309952343497,"",226,"",0.209133391940036,""
4573,20210215,S92000003,Female,"",80 years and over,d,165153,"",Dose 1,"",305,"",0.184677238681707,"",158039,"",95.6924790951421,""
4574,20210215,S92000003,Female,"",80 years and over,d,165153,"",Dose 2,"",529,"",0.320309046762699,"",1281,"",0.77564440246317,""
4575,20210215,S92000003,Male,"",18 - 29,"",427624,"",Dose 1,"",213,"",0.0498101135577049,"",15001,"",3.5079883261931,""
4576,20210215,S92000003,Male,"",18 - 29,"",427624,"",Dose 2,"",64,"",0.0149664190971508,"",457,"",0.106869586365592,""
4577,20210215,S92000003,Male,"",30 - 39,"",355259,"",Dose 1,"",276,"",0.0776897981472672,"",18119,"",5.10022265445773,""
4578,20210215,S92000003,Male,"",30 - 39,"",355259,"",Dose 2,"",88,"",0.0247706602788388,"",765,"",0.21533585356036,""
4579,20210215,S92000003,Male,"",40 - 49,"",331602,"",Dose 1,"",381,"",0.114896773843342,"",21213,"",6.39712667595491,""
4580,20210215,S92000003,Male,"",40 - 49,"",331602,"",Dose 2,"",94,"",0.028347235541402,"",927,"",0.279551993051912,""
4581,20210215,S92000003,Male,"",50 - 54,"",193940,"",Dose 1,"",316,"",0.162936990821904,"",15559,"",8.02258430442405,""
4582,20210215,S92000003,Male,"",50 - 54,"",193940,"",Dose 2,"",56,"",0.028874909765907,"",575,"",0.296483448489223,""
4583,20210215,S92000003,Male,"",55 - 59,"",190775,"",Dose 1,"",466,"",0.244266806447386,"",18543,"",9.71982702136024,""
4584,20210215,S92000003,Male,"",55 - 59,"",190775,"",Dose 2,"",67,"",0.0351199056480147,"",564,"",0.29563622067881,""
4585,20210215,S92000003,Male,"",60 - 64,"",166852,"",Dose 1,"",988,"",0.592141538609067,"",19657,"",11.7810994174478,""
4586,20210215,S92000003,Male,"",60 - 64,"",166852,"",Dose 2,"",56,"",0.0335626783017285,"",432,"",0.258912089756191,""
4587,20210215,S92000003,Male,"",65 - 69,"",144460,"",Dose 1,"",7143,"",4.94462134847017,"",93915,"",65.011075730306,""
4588,20210215,S92000003,Male,"",65 - 69,"",144460,"",Dose 2,"",25,"",0.0173058286030735,"",184,"",0.127370898518621,""
4589,20210215,S92000003,Male,"",70 - 74,"",132339,"",Dose 1,"",2840,"",2.14600382351385,"",123397,"",93.2431104965279,""
4590,20210215,S92000003,Male,"",70 - 74,"",132339,"",Dose 2,"",39,"",0.0294697708158593,"",143,"",0.108055826324817,""
4591,20210215,S92000003,Male,"",75 - 79,"",87886,"",Dose 1,"",958,"",1.09004847188403,"",84308,"",95.9288168764081,""
4592,20210215,S92000003,Male,"",75 - 79,"",87886,"",Dose 2,"",35,"",0.0398243178663268,"",117,"",0.133127005438864,""
4593,20210215,S92000003,Male,"",80 years and over,d,104741,"",Dose 1,"",142,"",0.135572507423072,"",101673,"",97.0708700508874,""
4594,20210215,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",151,"",0.144165131132985,"",472,"",0.45063537678655,""
4595,20210215,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",29394,"",,z,1306725,"",,z
4596,20210215,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",2854,"",,z,20122,"",,z
4597,20210215,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",551,"",0.064960175050577,"",62379,"",7.35417560704164,""
4598,20210215,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",301,"",0.0354864114160139,"",2094,"",0.2468722442031,""
4599,20210215,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",29380,"",0.662586504975713,"",1305860,"",29.4501434100608,""
4600,20210215,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",2852,"",0.0643191528996166,"",20102,"",0.453346287373104,""
4601,20210215,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",657,"",0.0909991204803424,"",72278,"",10.0110113090992,""
4602,20210215,S92000003,Total,d,30 - 39,"",721985,"",Dose 2,"",365,"",0.0505550669335235,"",3147,"",0.435881631889859,""
4603,20210215,S92000003,Total,d,40 - 49,"",680890,"",Dose 1,"",905,"",0.132914273964958,"",86500,"",12.7039609922308,""
4604,20210215,S92000003,Total,d,40 - 49,"",680890,"",Dose 2,"",453,"",0.066530570283012,"",4233,"",0.621686322313443,""
4605,20210215,S92000003,Total,d,40 years and over,d,2863941,"",Dose 1,"",28172,"",0.98367948222397,"",1171203,"",40.8948019529732,""
4606,20210215,S92000003,Total,d,40 years and over,d,2863941,"",Dose 2,"",2186,"",0.0763283880498935,"",14861,"",0.518900354441659,""
4607,20210215,S92000003,Total,d,50 - 54,"",401090,"",Dose 1,"",746,"",0.185993168615523,"",61662,"",15.3736069211399,""
4608,20210215,S92000003,Total,d,50 - 54,"",401090,"",Dose 2,"",287,"",0.0715550125906904,"",2862,"",0.713555561096013,""
4609,20210215,S92000003,Total,d,55 - 59,"",393123,"",Dose 1,"",1059,"",0.269381338664998,"",67792,"",17.2444756475709,""
4610,20210215,S92000003,Total,d,55 - 59,"",393123,"",Dose 2,"",276,"",0.0702070344396029,"",2898,"",0.73717386161583,""
4611,20210215,S92000003,Total,d,60 - 64,"",344693,"",Dose 1,"",2074,"",0.601694841496636,"",58926,"",17.0952122613456,""
4612,20210215,S92000003,Total,d,60 - 64,"",344693,"",Dose 2,"",217,"",0.0629545711691273,"",1870,"",0.542511742333033,""
4613,20210215,S92000003,Total,d,65 - 69,"",299444,"",Dose 1,"",14549,"",4.85867140433604,"",195123,"",65.1617664738649,""
4614,20210215,S92000003,Total,d,65 - 69,"",299444,"",Dose 2,"",78,"",0.0260482761384432,"",589,"",0.196697880071065,""
4615,20210215,S92000003,Total,d,70 - 74,"",278856,"",Dose 1,"",6235,"",2.23592104885676,"",257130,"",92.2088820036148,""
4616,20210215,S92000003,Total,d,70 - 74,"",278856,"",Dose 2,"",76,"",0.0272542100582379,"",313,"",0.11224431247669,""
4617,20210215,S92000003,Total,d,75 - 79,"",195951,"",Dose 1,"",2157,"",1.10078540043174,"",184358,"",94.0837250128859,""
4618,20210215,S92000003,Total,d,75 - 79,"",195951,"",Dose 2,"",119,"",0.060729468081306,"",343,"",0.175043760940235,""
4619,20210215,S92000003,Total,d,80 years and over,d,269894,"",Dose 1,"",447,"",0.165620576967254,"",259712,"",96.2274077971352,""
4620,20210215,S92000003,Total,d,80 years and over,d,269894,"",Dose 2,"",680,"",0.251950765856225,"",1753,"",0.649514253744062,""
4621,20210216,S92000003,Female,"",18 - 29,"",420588,"",Dose 1,"",384,"",0.0913007503780422,"",47762,"",11.3560063530105,""
4622,20210216,S92000003,Female,"",18 - 29,"",420588,"",Dose 2,"",274,"",0.0651468895926655,"",1911,"",0.454363890553226,""
4623,20210216,S92000003,Female,"",30 - 39,"",366726,"",Dose 1,"",439,"",0.119707901812252,"",54598,"",14.8879544946363,""
4624,20210216,S92000003,Female,"",30 - 39,"",366726,"",Dose 2,"",326,"",0.0888947061293718,"",2708,"",0.738425963798585,""
4625,20210216,S92000003,Female,"",40 - 49,"",349288,"",Dose 1,"",650,"",0.186092851744119,"",65937,"",18.8775451776185,""
4626,20210216,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",419,"",0.119958315201209,"",3725,"",1.0664551888413,""
4627,20210216,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",535,"",0.258266956311851,"",46638,"",22.5141202027516,""
4628,20210216,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",260,"",0.125512913347816,"",2547,"",1.22954380883418,""
4629,20210216,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",646,"",0.319251981734438,"",49895,"",24.6580149050151,""
4630,20210216,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",323,"",0.159625990867219,"",2657,"",1.31308438926997,""
4631,20210216,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",1449,"",0.814772746442047,"",40718,"",22.8957327050568,""
4632,20210216,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",197,"",0.110773106314067,"",1635,"",0.919360552403552,""
4633,20210216,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",9334,"",6.02255716719145,"",110542,"",71.3247819129717,""
4634,20210216,S92000003,Female,"",65 - 69,"",154984,"",Dose 2,"",79,"",0.0509730036648944,"",484,"",0.31229030093429,""
4635,20210216,S92000003,Female,"",70 - 74,"",146517,"",Dose 1,"",2057,"",1.40393264945365,"",135790,"",92.6786652743368,""
4636,20210216,S92000003,Female,"",70 - 74,"",146517,"",Dose 2,"",57,"",0.0389033354491288,"",227,"",0.154930827139513,""
4637,20210216,S92000003,Female,"",75 - 79,"",108065,"",Dose 1,"",907,"",0.8393096747328,"",100957,"",93.4224772127886,""
4638,20210216,S92000003,Female,"",75 - 79,"",108065,"",Dose 2,"",89,"",0.0823578401887753,"",315,"",0.291491232128811,""
4639,20210216,S92000003,Female,"",80 years and over,d,165153,"",Dose 1,"",379,"",0.229484175279892,"",158418,"",95.921963270422,""
4640,20210216,S92000003,Female,"",80 years and over,d,165153,"",Dose 2,"",653,"",0.395390940521819,"",1934,"",1.17103534298499,""
4641,20210216,S92000003,Male,"",18 - 29,"",427624,"",Dose 1,"",207,"",0.048407011767347,"",15208,"",3.55639533796045,""
4642,20210216,S92000003,Male,"",18 - 29,"",427624,"",Dose 2,"",80,"",0.0187080238714385,"",537,"",0.125577610237031,""
4643,20210216,S92000003,Male,"",30 - 39,"",355259,"",Dose 1,"",268,"",0.0754379199401,"",18387,"",5.17566057439783,""
4644,20210216,S92000003,Male,"",30 - 39,"",355259,"",Dose 2,"",114,"",0.0320892644521321,"",879,"",0.247425118012492,""
4645,20210216,S92000003,Male,"",40 - 49,"",331602,"",Dose 1,"",369,"",0.11127797781678,"",21582,"",6.50840465377169,""
4646,20210216,S92000003,Male,"",40 - 49,"",331602,"",Dose 2,"",106,"",0.031966031567964,"",1033,"",0.311518024619876,""
4647,20210216,S92000003,Male,"",50 - 54,"",193940,"",Dose 1,"",403,"",0.207796225636795,"",15962,"",8.23038053006084,""
4648,20210216,S92000003,Male,"",50 - 54,"",193940,"",Dose 2,"",80,"",0.0412498710941528,"",655,"",0.337733319583376,""
4649,20210216,S92000003,Male,"",55 - 59,"",190775,"",Dose 1,"",542,"",0.284104311361552,"",19085,"",10.0039313327218,""
4650,20210216,S92000003,Male,"",55 - 59,"",190775,"",Dose 2,"",89,"",0.0466518149652732,"",653,"",0.342288035644083,""
4651,20210216,S92000003,Male,"",60 - 64,"",166852,"",Dose 1,"",1364,"",0.817490950063529,"",21021,"",12.5985903675113,""
4652,20210216,S92000003,Male,"",60 - 64,"",166852,"",Dose 2,"",74,"",0.0443506820415698,"",506,"",0.303262771797761,""
4653,20210216,S92000003,Male,"",65 - 69,"",144460,"",Dose 1,"",9052,"",6.26609442060086,"",102967,"",71.2771701509068,""
4654,20210216,S92000003,Male,"",65 - 69,"",144460,"",Dose 2,"",47,"",0.0325349577737782,"",231,"",0.159905856292399,""
4655,20210216,S92000003,Male,"",70 - 74,"",132339,"",Dose 1,"",1718,"",1.29818118619606,"",125115,"",94.5412916827239,""
4656,20210216,S92000003,Male,"",70 - 74,"",132339,"",Dose 2,"",61,"",0.0460937440966004,"",204,"",0.154149570421418,""
4657,20210216,S92000003,Male,"",75 - 79,"",87886,"",Dose 1,"",751,"",0.854516077646041,"",85059,"",96.7833329540541,""
4658,20210216,S92000003,Male,"",75 - 79,"",87886,"",Dose 2,"",54,"",0.0614432332794757,"",171,"",0.19457023871834,""
4659,20210216,S92000003,Male,"",80 years and over,d,104741,"",Dose 1,"",187,"",0.178535625972637,"",101860,"",97.2494056768601,""
4660,20210216,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",197,"",0.188082985650318,"",669,"",0.638718362436868,""
4661,20210216,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",31658,"",,z,1338383,"",,z
4662,20210216,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",3582,"",,z,23704,"",,z
4663,20210216,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",591,"",0.069675977232107,"",62970,"",7.42385158427374,""
4664,20210216,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",354,"",0.0417348493065413,"",2448,"",0.288607093509641,""
4665,20210216,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",31641,"",0.713577249963804,"",1337501,"",30.1637206600246,""
4666,20210216,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",3579,"",0.0807146732916296,"",23681,"",0.534060960664733,""
4667,20210216,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",707,"",0.0979244721150716,"",72985,"",10.1089357812143,""
4668,20210216,S92000003,Total,d,30 - 39,"",721985,"",Dose 2,"",440,"",0.0609430943856174,"",3587,"",0.496824726275477,""
4669,20210216,S92000003,Total,d,40 - 49,"",680890,"",Dose 1,"",1019,"",0.14965706648651,"",87519,"",12.8536180587173,""
4670,20210216,S92000003,Total,d,40 - 49,"",680890,"",Dose 2,"",525,"",0.077104965559782,"",4758,"",0.698791287873225,""
4671,20210216,S92000003,Total,d,40 years and over,d,2863941,"",Dose 1,"",30343,"",1.05948411646748,"",1201546,"",41.9542860694407,""
4672,20210216,S92000003,Total,d,40 years and over,d,2863941,"",Dose 2,"",2785,"",0.0972436233846996,"",17646,"",0.616143977826359,""
4673,20210216,S92000003,Total,d,50 - 54,"",401090,"",Dose 1,"",938,"",0.23386272407689,"",62600,"",15.6074696452168,""
4674,20210216,S92000003,Total,d,50 - 54,"",401090,"",Dose 2,"",340,"",0.0847690044628388,"",3202,"",0.798324565558852,""
4675,20210216,S92000003,Total,d,55 - 59,"",393123,"",Dose 1,"",1188,"",0.302195496066117,"",68980,"",17.546671143637,""
4676,20210216,S92000003,Total,d,55 - 59,"",393123,"",Dose 2,"",412,"",0.10480180503303,"",3310,"",0.841975666648861,""
4677,20210216,S92000003,Total,d,60 - 64,"",344693,"",Dose 1,"",2813,"",0.816088519349102,"",61739,"",17.9113007806947,""
4678,20210216,S92000003,Total,d,60 - 64,"",344693,"",Dose 2,"",271,"",0.0786206856536106,"",2141,"",0.621132427986643,""
4679,20210216,S92000003,Total,d,65 - 69,"",299444,"",Dose 1,"",18386,"",6.14004621899253,"",213509,"",71.3018126928574,""
4680,20210216,S92000003,Total,d,65 - 69,"",299444,"",Dose 2,"",126,"",0.0420779845313314,"",715,"",0.238775864602396,""
4681,20210216,S92000003,Total,d,70 - 74,"",278856,"",Dose 1,"",3775,"",1.35374530223485,"",260905,"",93.5626273058496,""
4682,20210216,S92000003,Total,d,70 - 74,"",278856,"",Dose 2,"",118,"",0.0423157471956852,"",431,"",0.154560059672376,""
4683,20210216,S92000003,Total,d,75 - 79,"",195951,"",Dose 1,"",1658,"",0.846129899821894,"",186016,"",94.9298549127078,""
4684,20210216,S92000003,Total,d,75 - 79,"",195951,"",Dose 2,"",143,"",0.072977428030477,"",486,"",0.248021188970712,""
4685,20210216,S92000003,Total,d,80 years and over,d,269894,"",Dose 1,"",566,"",0.209711960992093,"",260278,"",96.4371197581273,""
4686,20210216,S92000003,Total,d,80 years and over,d,269894,"",Dose 2,"",850,"",0.314938457320281,"",2603,"",0.964452711064344,""
4687,20210217,S92000003,Female,"",18 - 29,"",420588,"",Dose 1,"",477,"",0.113412650860224,"",48239,"",11.4694190038708,""
4688,20210217,S92000003,Female,"",18 - 29,"",420588,"",Dose 2,"",282,"",0.0670489885588747,"",2193,"",0.5214128791121,""
4689,20210217,S92000003,Female,"",30 - 39,"",366726,"",Dose 1,"",596,"",0.162519155991121,"",55194,"",15.0504736506274,""
4690,20210217,S92000003,Female,"",30 - 39,"",366726,"",Dose 2,"",377,"",0.102801546658813,"",3085,"",0.841227510457399,""
4691,20210217,S92000003,Female,"",40 - 49,"",349288,"",Dose 1,"",803,"",0.229896246077735,"",66740,"",19.1074414236962,""
4692,20210217,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",448,"",0.128260919355947,"",4173,"",1.19471610819725,""
4693,20210217,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",668,"",0.322471638909003,"",47306,"",22.8365918416606,""
4694,20210217,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",317,"",0.153029205889452,"",2864,"",1.38257301472363,""
4695,20210217,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",870,"",0.429952359301797,"",50765,"",25.0879672643169,""
4696,20210217,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",322,"",0.159131792753079,"",2979,"",1.47221618202305,""
4697,20210217,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",1523,"",0.856382948813828,"",42241,"",23.7521156538706,""
4698,20210217,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",213,"",0.119769906826885,"",1848,"",1.03913045923044,""
4699,20210217,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",9478,"",6.11546998399835,"",120020,"",77.44025189697,""
4700,20210217,S92000003,Female,"",65 - 69,"",154984,"",Dose 2,"",84,"",0.0541991431373561,"",568,"",0.366489444071646,""
4701,20210217,S92000003,Female,"",70 - 74,"",146517,"",Dose 1,"",1777,"",1.21282854549301,"",137567,"",93.8914938198298,""
4702,20210217,S92000003,Female,"",70 - 74,"",146517,"",Dose 2,"",74,"",0.0505060846181672,"",301,"",0.20543691175768,""
4703,20210217,S92000003,Female,"",75 - 79,"",108065,"",Dose 1,"",900,"",0.832832091796604,"",101857,"",94.2553093045852,""
4704,20210217,S92000003,Female,"",75 - 79,"",108065,"",Dose 2,"",119,"",0.110118909915329,"",434,"",0.40161014204414,""
4705,20210217,S92000003,Female,"",80 years and over,d,165153,"",Dose 1,"",273,"",0.165301266098708,"",158691,"",96.0872645365207,""
4706,20210217,S92000003,Female,"",80 years and over,d,165153,"",Dose 2,"",744,"",0.450491362554722,"",2678,"",1.62152670553971,""
4707,20210217,S92000003,Male,"",18 - 29,"",427624,"",Dose 1,"",296,"",0.0692196883243223,"",15504,"",3.62561502628477,""
4708,20210217,S92000003,Male,"",18 - 29,"",427624,"",Dose 2,"",81,"",0.0189418741698314,"",618,"",0.144519484406862,""
4709,20210217,S92000003,Male,"",30 - 39,"",355259,"",Dose 1,"",415,"",0.116816181996797,"",18802,"",5.29247675639463,""
4710,20210217,S92000003,Male,"",30 - 39,"",355259,"",Dose 2,"",116,"",0.0326522340039239,"",995,"",0.280077352016416,""
4711,20210217,S92000003,Male,"",40 - 49,"",331602,"",Dose 1,"",651,"",0.196319684440986,"",22233,"",6.70472433821268,""
4712,20210217,S92000003,Male,"",40 - 49,"",331602,"",Dose 2,"",125,"",0.0376957919433538,"",1158,"",0.349213816563229,""
4713,20210217,S92000003,Male,"",50 - 54,"",193940,"",Dose 1,"",576,"",0.2969990718779,"",16538,"",8.52737960193874,""
4714,20210217,S92000003,Male,"",50 - 54,"",193940,"",Dose 2,"",78,"",0.040218624316799,"",733,"",0.377951943900175,""
4715,20210217,S92000003,Male,"",55 - 59,"",190775,"",Dose 1,"",755,"",0.395754160660464,"",19840,"",10.3996854933823,""
4716,20210217,S92000003,Male,"",55 - 59,"",190775,"",Dose 2,"",86,"",0.0450792818765562,"",739,"",0.387367317520639,""
4717,20210217,S92000003,Male,"",60 - 64,"",166852,"",Dose 1,"",1589,"",0.952340996811546,"",22610,"",13.5509313643229,""
4718,20210217,S92000003,Male,"",60 - 64,"",166852,"",Dose 2,"",74,"",0.0443506820415698,"",580,"",0.347613453839331,""
4719,20210217,S92000003,Male,"",65 - 69,"",144460,"",Dose 1,"",9476,"",6.55960127370899,"",112443,"",77.8367714246158,""
4720,20210217,S92000003,Male,"",65 - 69,"",144460,"",Dose 2,"",59,"",0.0408417555032535,"",290,"",0.200747611795653,""
4721,20210217,S92000003,Male,"",70 - 74,"",132339,"",Dose 1,"",1518,"",1.14705415637114,"",126633,"",95.688345839095,""
4722,20210217,S92000003,Male,"",70 - 74,"",132339,"",Dose 2,"",50,"",0.0377817574562298,"",254,"",0.191931327877648,""
4723,20210217,S92000003,Male,"",75 - 79,"",87886,"",Dose 1,"",711,"",0.809002571513097,"",85770,"",97.5923355255672,""
4724,20210217,S92000003,Male,"",75 - 79,"",87886,"",Dose 2,"",62,"",0.0705459345060647,"",233,"",0.265116173224404,""
4725,20210217,S92000003,Male,"",80 years and over,d,104741,"",Dose 1,"",139,"",0.132708299519768,"",101999,"",97.3821139763798,""
4726,20210217,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",242,"",0.231046104199884,"",911,"",0.869764466636752,""
4727,20210217,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",33514,"",,z,1371897,"",,z
4728,20210217,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",3961,"",,z,27665,"",,z
4729,20210217,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",773,"",0.091132877158069,"",63743,"",7.51498446143181,""
4730,20210217,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",363,"",0.0427959047973856,"",2811,"",0.331402998307027,""
4731,20210217,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",33491,"",0.755299000617482,"",1370992,"",30.919019660642,""
4732,20210217,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",3953,"",0.0891492326129678,"",27634,"",0.623210193277701,""
4733,20210217,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",1011,"",0.140030610054226,"",73996,"",10.2489663912685,""
